0.000000 	 4.964583
0.050000 	 4.722457
0.100000 	 4.492140
0.150000 	 4.273056
0.200000 	 4.064657
0.250000 	 3.866421
0.300000 	 3.677853
0.350000 	 3.498482
0.400000 	 3.327859
0.450000 	 3.165558
0.500000 	 3.011172
0.550000 	 2.864315
0.600000 	 2.724621
0.650000 	 2.591739
0.700000 	 2.465339
0.750000 	 2.345103
0.800000 	 2.230731
0.850000 	 2.121937
0.900000 	 2.018449
0.950000 	 1.920008
1.000000 	 1.826368
1.050000 	 1.737295
1.100000 	 1.652566
1.150000 	 1.571970
1.200000 	 1.495304
1.250000 	 1.422377
1.300000 	 1.353007
1.350000 	 1.287020
1.400000 	 1.224251
1.450000 	 1.164544
1.500000 	 1.107749
1.550000 	 1.053723
1.600000 	 1.002332
1.649999 	 0.953448
1.699999 	 0.906948
1.749999 	 0.862716
1.799999 	 0.820641
1.849999 	 0.780617
1.899999 	 0.742546
1.949999 	 0.706332
1.999999 	 0.671884
2.049999 	 0.639116
2.099999 	 0.607946
2.149999 	 0.578296
2.199999 	 0.550092
2.249999 	 0.523264
2.299999 	 0.497744
2.349999 	 0.473469
2.399999 	 0.450377
2.449999 	 0.428412
2.499999 	 0.407518
2.549999 	 0.387643
2.599999 	 0.368738
2.649999 	 0.350754
2.699999 	 0.333648
2.749999 	 0.317376
2.799999 	 0.301897
2.849998 	 0.287173
2.899998 	 0.273168
2.949998 	 0.259845
2.999998 	 0.247172
3.049998 	 0.235118
3.099998 	 0.223651
3.149998 	 0.212743
3.199998 	 0.202368
3.249998 	 0.192498
3.299998 	 0.183110
3.349998 	 0.174180
3.399998 	 0.165685
3.449998 	 0.157604
3.499998 	 0.149918
3.549998 	 0.142606
3.599998 	 0.135651
3.649998 	 0.129035
3.699998 	 0.122742
3.749998 	 0.116756
3.799998 	 0.111062
3.849998 	 0.105645
3.899997 	 0.100493
3.949997 	 0.095592
3.999997 	 0.090930
4.049997 	 0.086495
4.099998 	 0.082277
4.149998 	 0.078264
4.199998 	 0.074447
4.249998 	 0.070816
4.299998 	 0.067362
4.349998 	 0.064077
4.399999 	 0.060952
4.449999 	 0.057979
4.499999 	 0.055152
4.549999 	 0.052462
4.599999 	 0.049903
4.650000 	 0.047469
4.700000 	 0.045154
4.750000 	 0.042952
4.800000 	 0.040857
4.850000 	 0.038865
4.900001 	 0.036969
4.950001 	 0.035166
