0.000000	0.600000	0.100000	0.300000	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000	0.600000	0.100000	0.300000	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.050000	0.471709	0.108848	0.242490	0.665861	0.190246	0.095123	0.100000	0.700000	0.200000	0.573125	0.132250	0.294625	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.100000	0.371795	0.115738	0.197701	0.633386	0.180967	0.090484	0.100000	0.700000	0.200000	0.542581	0.168903	0.288516	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.150000	0.293981	0.121105	0.162819	0.602496	0.172142	0.086071	0.100000	0.700000	0.200000	0.508701	0.209558	0.281740	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.200000	0.233379	0.125284	0.135652	0.573112	0.163746	0.081873	0.100000	0.700000	0.200000	0.472125	0.253450	0.274425	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.250000	0.186181	0.128539	0.114495	0.545161	0.155760	0.077880	0.100000	0.700000	0.200000	0.433771	0.299475	0.266754	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.300000	0.149423	0.131074	0.098017	0.518573	0.148164	0.074082	0.100000	0.700000	0.200000	0.394762	0.346286	0.258952	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.350000	0.121282	0.133188	0.085254	0.493436	0.141073	0.070570	0.100000	0.700000	0.200000	0.357003	0.392047	0.250951	0.699831	0.200081	0.100088	0.100000	0.700000	0.200000
0.400000	0.100171	0.135064	0.075429	0.469721	0.134577	0.067374	0.100000	0.700000	0.200000	0.322443	0.434758	0.242799	0.699330	0.200361	0.100308	0.100000	0.700000	0.200000
0.450000	0.084419	0.136723	0.067876	0.447278	0.128642	0.064439	0.100000	0.700000	0.200000	0.292088	0.473060	0.234852	0.698480	0.200890	0.100630	0.100000	0.700000	0.200000
0.500000	0.072736	0.138186	0.062080	0.425998	0.123233	0.061726	0.100000	0.700000	0.200000	0.266430	0.506172	0.227398	0.697264	0.201704	0.101031	0.100000	0.700000	0.200000
0.550000	0.064131	0.139472	0.057640	0.405798	0.118317	0.059207	0.100000	0.700000	0.200000	0.245484	0.533880	0.220636	0.695668	0.202833	0.101500	0.100000	0.700000	0.200000
0.600000	0.057843	0.140602	0.054245	0.386612	0.113862	0.056863	0.100000	0.700000	0.200000	0.228909	0.556422	0.214669	0.693676	0.204297	0.102027	0.100000	0.700000	0.200000
0.650000	0.053287	0.141592	0.051655	0.368386	0.109839	0.054680	0.100000	0.700000	0.200000	0.216145	0.574331	0.209524	0.691279	0.206113	0.102608	0.100000	0.700000	0.200000
0.700000	0.050018	0.142460	0.049685	0.351072	0.106216	0.052646	0.100000	0.700000	0.200000	0.206546	0.588284	0.205170	0.688465	0.208294	0.103241	0.100000	0.700000	0.200000
0.750000	0.047695	0.143222	0.048190	0.334628	0.102967	0.050752	0.100000	0.700000	0.200000	0.199471	0.598988	0.201540	0.685226	0.210848	0.103926	0.100000	0.700000	0.200000
0.800000	0.046061	0.143892	0.047059	0.319014	0.100065	0.048990	0.100000	0.700000	0.200000	0.194339	0.607108	0.198553	0.681554	0.213782	0.104664	0.100000	0.700000	0.200000
0.850000	0.044920	0.144481	0.046208	0.304192	0.097484	0.047353	0.100000	0.700000	0.200000	0.190655	0.613224	0.196121	0.677444	0.217100	0.105456	0.100000	0.700000	0.200000
0.900000	0.044127	0.145002	0.045569	0.290124	0.095201	0.045834	0.100000	0.700000	0.200000	0.188015	0.617823	0.194162	0.672895	0.220802	0.106303	0.100000	0.700000	0.200000
