0.000000	0.600000	0.100000	0.300000	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000	0.600000	0.100000	0.300000	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.050000	0.590124	0.132097	0.302469	0.665861	0.190246	0.095123	0.100000	0.700000	0.200000	0.575905	0.128914	0.295181	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.100000	0.580492	0.163402	0.304877	0.633386	0.180967	0.090484	0.100000	0.700000	0.200000	0.553497	0.155803	0.290699	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.150000	0.571097	0.193933	0.307226	0.602496	0.172142	0.086071	0.100000	0.700000	0.200000	0.532613	0.180865	0.286523	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.200000	0.561935	0.223711	0.309516	0.573112	0.163746	0.081873	0.100000	0.700000	0.200000	0.513106	0.204272	0.282621	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.250000	0.552999	0.252754	0.311750	0.545161	0.155760	0.077880	0.100000	0.700000	0.200000	0.494852	0.226177	0.278970	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.300000	0.544283	0.281080	0.313929	0.518573	0.148164	0.074082	0.100000	0.700000	0.200000	0.477738	0.246714	0.275548	0.700000	0.200000	0.100000	0.100000	0.700000	0.200000
0.350000	0.536326	0.308861	0.316132	0.493844	0.141228	0.070793	0.100000	0.700000	0.200000	0.461825	0.265957	0.272218	0.699629	0.200078	0.100293	0.100000	0.700000	0.200000
0.400000	0.529465	0.336214	0.318409	0.471307	0.135232	0.068253	0.100000	0.700000	0.200000	0.447150	0.283943	0.268907	0.698448	0.200405	0.101147	0.100000	0.700000	0.200000
0.450000	0.523549	0.363115	0.320745	0.450783	0.130199	0.066405	0.100000	0.700000	0.200000	0.433613	0.300739	0.265647	0.696311	0.201115	0.102573	0.100000	0.700000	0.200000
0.500000	0.518447	0.389550	0.323127	0.432109	0.126146	0.065195	0.100000	0.700000	0.200000	0.421117	0.316418	0.262465	0.693094	0.202336	0.104571	0.100000	0.700000	0.200000
0.550000	0.514049	0.415510	0.325548	0.415140	0.123079	0.064574	0.100000	0.700000	0.200000	0.409566	0.331055	0.259379	0.688695	0.204181	0.107124	0.100000	0.700000	0.200000
0.600000	0.510261	0.440993	0.328003	0.399744	0.120997	0.064496	0.100000	0.700000	0.200000	0.398873	0.344726	0.256401	0.683046	0.206748	0.110205	0.100000	0.700000	0.200000
0.650000	0.507004	0.466003	0.330491	0.385799	0.119893	0.064919	0.100000	0.700000	0.200000	0.388956	0.357502	0.253542	0.676116	0.210113	0.113771	0.100000	0.700000	0.200000
0.700000	0.504209	0.490551	0.333012	0.373194	0.119754	0.065801	0.100000	0.700000	0.200000	0.379741	0.369454	0.250805	0.667909	0.214325	0.117765	0.100000	0.700000	0.200000
0.750000	0.501820	0.514649	0.335570	0.361829	0.120564	0.067107	0.100000	0.700000	0.200000	0.371158	0.380647	0.248195	0.658470	0.219407	0.122123	0.100000	0.700000	0.200000
0.800000	0.499790	0.538315	0.338166	0.351608	0.122299	0.068799	0.100000	0.700000	0.200000	0.363148	0.391140	0.245712	0.647878	0.225351	0.126771	0.100000	0.700000	0.200000
0.850000	0.498076	0.561568	0.340806	0.342446	0.124937	0.070848	0.100000	0.700000	0.200000	0.355654	0.400991	0.243354	0.636245	0.232125	0.131631	0.100000	0.700000	0.200000
0.900000	0.496647	0.584433	0.343494	0.334263	0.128447	0.073221	0.100000	0.700000	0.200000	0.348628	0.410251	0.241121	0.623705	0.239672	0.136624	0.100000	0.700000	0.200000
0.950000	0.495472	0.606932	0.346236	0.326985	0.132803	0.075892	0.100000	0.700000	0.200000	0.342026	0.418967	0.239008	0.610412	0.247915	0.141673	0.100000	0.700000	0.200000
1.000000	0.494530	0.629093	0.349038	0.320545	0.137972	0.078834	0.100000	0.700000	0.200000	0.335807	0.427181	0.237012	0.596529	0.256763	0.146708	0.100000	0.700000	0.200000
1.050000	0.493799	0.650943	0.351905	0.314879	0.143922	0.082024	0.100000	0.700000	0.200000	0.329937	0.434934	0.235129	0.582220	0.266116	0.151664	0.100000	0.700000	0.200000
