0.000000 	 -70.000000 	 -70.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
1.000000 	 -84.000000 	 -81.316666 	 0.168000 	 0.100800 	 0.000000 	 0.000000
2.000000 	 -81.928001 	 -82.950661 	 0.328496 	 0.212372 	 0.000000 	 0.000000
3.000000 	 -83.408607 	 -82.783073 	 0.488743 	 0.323869 	 0.000000 	 0.000000
4.000000 	 -82.660553 	 -82.895401 	 0.644290 	 0.433655 	 0.000000 	 0.000000
5.000000 	 -83.296928 	 -82.954163 	 0.797998 	 0.542006 	 0.000000 	 0.000000
6.000000 	 -83.044434 	 -83.021507 	 0.948127 	 0.648894 	 0.000000 	 0.000000
7.000000 	 -83.359612 	 -83.085938 	 1.095883 	 0.754350 	 0.000000 	 0.000000
8.000000 	 -83.300560 	 -83.149635 	 1.240567 	 0.858392 	 0.000000 	 0.000000
9.000000 	 -83.484596 	 -83.212227 	 1.382725 	 0.961040 	 0.000000 	 0.000000
10.000000 	 -83.503189 	 -83.273796 	 1.522076 	 1.062314 	 0.000000 	 0.000000
11.000000 	 -83.629906 	 -83.334358 	 1.658895 	 1.162232 	 0.000000 	 0.500000
12.000000 	 -83.179886 	 -83.031487 	 1.792077 	 1.260648 	 0.000000 	 1.000000
13.000000 	 -83.115654 	 -82.799210 	 1.922466 	 1.357268 	 0.000000 	 1.500000
14.000000 	 -82.787910 	 -82.547806 	 2.049593 	 1.452179 	 0.000000 	 2.000000
15.000000 	 -82.623528 	 -82.295227 	 2.173848 	 1.545387 	 0.000000 	 2.500000
16.000000 	 -82.349121 	 -82.037842 	 2.295069 	 1.636915 	 0.000000 	 3.000000
17.000000 	 -82.134689 	 -81.776138 	 2.413437 	 1.726783 	 0.000000 	 3.500000
18.000000 	 -81.877289 	 -81.509857 	 2.528923 	 1.815010 	 0.000000 	 4.000000
19.000000 	 -81.637039 	 -81.238831 	 2.641619 	 1.901613 	 0.000000 	 4.500000
20.000000 	 -81.379608 	 -80.962875 	 2.751546 	 1.986612 	 0.000000 	 5.000000
21.000000 	 -81.123573 	 -80.681786 	 2.858762 	 2.070023 	 0.000000 	 5.500000
22.000000 	 -80.858833 	 -80.395340 	 2.963304 	 2.151862 	 0.000000 	 6.000000
23.000000 	 -80.590263 	 -80.103310 	 3.065219 	 2.232147 	 0.000000 	 6.500000
24.000000 	 -80.315178 	 -79.805435 	 3.164545 	 2.310893 	 0.000000 	 7.000000
25.000000 	 -80.034500 	 -79.501442 	 3.261323 	 2.388114 	 0.000000 	 7.500000
26.000000 	 -79.747475 	 -79.191017 	 3.355591 	 2.463824 	 0.000000 	 8.000000
27.000000 	 -79.454048 	 -78.873840 	 3.447388 	 2.538038 	 0.000000 	 8.500000
28.000000 	 -79.153847 	 -78.549538 	 3.536748 	 2.610769 	 0.000000 	 9.000000
29.000000 	 -78.846573 	 -78.217720 	 3.623706 	 2.682027 	 0.000000 	 9.500000
30.000000 	 -78.531860 	 -77.877937 	 3.708295 	 2.751826 	 0.000000 	 10.000000
31.000000 	 -78.209335 	 -77.529701 	 3.790548 	 2.820175 	 0.000000 	 10.500000
32.000000 	 -77.878555 	 -77.172485 	 3.870494 	 2.887083 	 0.000000 	 11.000000
33.000000 	 -77.539047 	 -76.805664 	 3.948162 	 2.952561 	 0.000000 	 11.500000
34.000000 	 -77.190292 	 -76.428574 	 4.023580 	 3.016615 	 0.000000 	 12.000000
35.000000 	 -76.831688 	 -76.040443 	 4.096772 	 3.079252 	 0.000000 	 12.500000
36.000000 	 -76.462570 	 -75.640419 	 4.167761 	 3.140478 	 0.000000 	 13.000000
37.000000 	 -76.082199 	 -75.227509 	 4.236570 	 3.200296 	 0.000000 	 13.500000
38.000000 	 -75.689728 	 -74.800583 	 4.303218 	 3.258710 	 0.000000 	 14.000000
39.000000 	 -75.284187 	 -74.358353 	 4.367722 	 3.315720 	 0.000000 	 14.500000
40.000000 	 -74.864494 	 -73.899300 	 4.430097 	 3.371325 	 0.000000 	 15.000000
41.000000 	 -74.429359 	 -73.421654 	 4.490354 	 3.425523 	 0.000000 	 15.500000
42.000000 	 -73.977325 	 -72.923325 	 4.548501 	 3.478308 	 0.000000 	 16.000000
43.000000 	 -73.506668 	 -72.401794 	 4.604545 	 3.529671 	 0.000000 	 16.500000
44.000000 	 -73.015343 	 -71.854042 	 4.658484 	 3.579601 	 0.000000 	 17.000000
45.000000 	 -72.500931 	 -71.276344 	 4.710317 	 3.628082 	 0.000000 	 17.500000
46.000000 	 -71.960503 	 -70.664078 	 4.760031 	 3.675091 	 0.000000 	 18.000000
47.000000 	 -71.390488 	 -70.011391 	 4.807612 	 3.720602 	 0.000000 	 18.500000
48.000000 	 -70.786469 	 -69.310715 	 4.853032 	 3.764580 	 0.000000 	 19.000000
49.000000 	 -70.142876 	 -68.552063 	 4.896257 	 3.806977 	 0.000000 	 19.500000
50.000000 	 -69.452591 	 -67.721886 	 4.937238 	 3.847733 	 0.000000 	 20.000000
51.000000 	 -68.706291 	 -66.801208 	 4.975905 	 3.886770 	 0.000000 	 20.500000
