0	0.000000	0.000000	0.000000	0.000000
1	0.000000	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	0.000000
4	6.151276	0.000000	0.000000	0.000000
5	0.252464	2.924362	107.533662	0.000000
6	0.020723	0.480093	69.635913	0.000000
7	7.438088	0.078817	42.598595	0.000000
8	0.305305	0.293794	-50.000000	0.000000
9	2.249699	0.048232	-24.989338	0.000000
10	0.093362	0.895599	24.171358	0.000000
11	2.512204	0.147031	16.292776	0.000000
12	0.103422	0.771868	53.799215	0.000000
13	0.008489	0.126718	34.438841	0.000000
14	3.856803	0.020803	21.036620	0.000000
15	0.158321	0.075362	80.182141	0.000000
16	1.464895	0.012372	51.400626	0.000000
17	0.060656	1.276081	56.784655	0.000000
18	0.004979	0.209494	35.502000	0.000000
19	0.000409	0.034393	21.620091	0.000000
20	0.000034	0.005646	13.120393	0.000000
21	0.000003	0.000927	7.958507	0.000000
22	2.557526	0.000152	4.827127	0.000000
23	0.104967	0.721262	47.637247	0.000000
24	0.008616	0.118410	30.728439	0.000000
25	2.449796	0.019439	18.788365	0.000000
26	2.382731	2.778647	54.221876	0.000000
27	0.101921	1.315092	74.540995	0.000000
28	0.008366	0.215899	46.993134	0.000000
29	0.000687	0.035444	28.649031	0.000000
30	2.857003	0.005819	17.388521	0.000000
31	0.117261	0.572482	60.491424	0.000000
32	0.009625	0.093984	38.739801	0.000000
33	0.000790	0.015429	23.665143	0.000000
34	0.000065	0.002533	14.367447	0.000000
35	0.861835	0.000416	8.715431	0.000000
36	0.035372	1.569153	20.352361	0.000000
37	0.002904	0.257608	12.962689	0.000000
38	6.014327	0.042291	7.913026	0.000000
39	0.785718	0.999899	109.939075	0.000000
40	0.042379	1.894721	80.416960	0.000000
41	3.114866	0.311056	49.516206	0.000000
42	0.127985	0.495372	84.485703	0.000000
43	1.636767	0.081325	53.480536	0.000000
44	3.023235	1.200220	61.050764	0.000000
45	0.124117	2.657960	89.879911	0.000000
46	1.316014	0.436357	56.684667	0.000000
47	0.906752	3.418724	57.386917	0.000000
48	0.039449	2.135091	50.658330	0.000000
