0	3259.859032	3359.433061	0.000000	-0.015043
1	2910.594183	3005.616410	0.000000	-0.016061
2	1915.910700	2010.633284	0.000000	-0.024124
3	776.882520	871.491194	265.159760	-0.057395
4	23.791738	118.356912	287.324805	-0.665256
5	149.173128	172.907050	295.124306	-0.073689
6	983.222168	994.909608	297.607598	-0.005908
7	2010.667422	2017.644785	292.043241	-0.001732
8	2870.093379	2874.507672	281.409390	-0.000768
9	3115.629188	3118.340187	278.180783	-0.000435
10	2602.096926	2603.689025	286.026076	-0.000306
11	1618.109978	1619.046003	296.266082	-0.000289
12	624.321667	624.950325	300.309948	-0.000503
13	0.000000	0.000000	304.636019	-nan
14	0.000000	0.000000	308.616565	-nan
15	0.000000	0.000000	308.877946	-nan
16	0.000000	0.000000	305.082181	-nan
17	557.558412	557.821542	301.136692	-0.000236
18	1509.633199	1509.889953	297.825021	-0.000085
19	2463.518114	2463.666330	289.739619	-0.000030
20	2980.279758	2980.263661	283.171534	0.000003
21	2772.748900	2772.549519	285.714883	0.000036
22	1961.506116	1961.220187	293.262216	0.000073
23	961.300969	961.086231	297.766532	0.000112
24	120.260505	120.189741	298.637677	0.000294
25	45.314626	45.377297	298.444559	-0.000691
26	838.259300	838.468170	297.585100	-0.000125
27	1905.597241	1905.893095	293.734721	-0.000078
28	2797.774025	2798.000046	286.051018	-0.000040
29	3069.505917	3069.557963	282.346688	-0.000008
30	2575.672168	2575.572964	288.453591	0.000019
31	1604.907675	1604.708348	297.397496	0.000062
32	618.830071	618.660227	300.765412	0.000137
33	0.000000	0.000000	304.793891	-nan
34	0.000000	0.000000	308.657713	-nan
35	0.000000	0.000000	308.923149	-nan
36	0.000000	0.000000	305.136463	-nan
37	543.744932	543.903813	301.204725	-0.000146
38	1487.018010	1487.211197	297.904270	-0.000065
39	2435.137197	2435.248470	289.876684	-0.000023
40	2954.258904	2954.222329	283.174860	0.000006
41	2758.250645	2758.038788	285.572189	0.000038
42	1963.106849	1962.810607	293.045508	0.000075
43	977.137393	976.914521	297.698960	0.000114
44	144.952651	144.876388	298.658533	0.000263
45	45.491900	45.551817	298.405542	-0.000658
46	813.893955	814.101198	297.475133	-0.000127
47	1889.016595	1889.313608	293.711094	-0.000079
48	2791.566509	2791.794667	286.093958	-0.000041
49	3072.721674	3072.775539	282.187695	-0.000009
50	2583.965543	2583.869308	288.231020	0.000019
51	1613.400169	1613.201004	297.338612	0.000062
52	624.988072	624.817978	300.712056	0.000136
53	0.000000	0.000000	304.752625	-nan
54	0.000000	0.000000	308.628044	-nan
55	0.000000	0.000000	309.013227	-nan
56	0.000000	0.000000	305.246976	-nan
57	516.531396	516.685373	301.344716	-0.000149
58	1442.645228	1442.834746	298.068854	-0.000066
59	2379.404447	2379.516977	290.310018	-0.000024
60	2903.041618	2903.009783	283.426420	0.000005
61	2729.538218	2729.330633	285.451022	0.000038
62	1965.973330	1965.675113	292.694485	0.000076
63	1008.055886	1007.827002	297.598642	0.000114
64	193.462334	193.379831	298.712909	0.000213
65	45.654959	45.711250	298.326280	-0.000616
66	765.547788	765.752818	297.241273	-0.000134
67	1856.070643	1856.371549	293.623560	-0.000081
68	2779.245234	2779.478989	286.091374	-0.000042
69	3079.178138	3079.234667	281.709385	-0.000009
70	2600.555524	2600.462712	287.638474	0.000018
71	1630.432566	1630.228735	297.206951	0.000063
72	637.598428	637.420029	300.599056	0.000140
73	0.096780	0.096780	304.665318	0.000000
74	0.000000	0.000000	308.564709	-nan
75	0.000000	0.000000	309.281369	-nan
76	0.000000	0.000000	305.573889	-nan
77	439.209096	439.231342	301.751930	-0.000025
78	1316.170291	1316.164814	298.536181	0.000002
79	2220.058705	2219.887294	291.537325	0.000039
80	2755.941573	2755.475360	284.134993	0.000085
81	2646.291087	2645.404414	285.074522	0.000168
82	1973.291908	1971.939081	291.647339	0.000343
83	1096.930322	1095.109938	297.292751	0.000830
84	334.929751	332.470724	298.809953	0.003684
85	48.316898	44.817636	297.826457	0.037572
86	628.794271	623.632424	295.836572	0.004121
87	1767.237227	1759.202185	291.491123	0.002279
88	2757.263720	2743.252283	281.140965	0.002547
89	3123.820171	3098.784927	266.852597	0.004023
90	2745.188815	2650.339958	251.890014	0.017579
91	1777.567348	1682.552985	167.291204	0.027460
92	778.114565	682.941755	0.000000	0.065140
93	71.118253	1.457492	0.000000	0.959835
94	0.000000	0.000000	0.000000	-nan
95	0.000000	0.000000	0.000000	-nan
96	0.000000	0.000000	0.000000	-nan
97	0.000000	0.000000	0.000000	-nan
98	0.000000	0.000000	0.000000	-nan
99	0.000000	0.000000	0.000000	-nan
