10.063259  14.909695  14.909477
20.121997  29.792850  29.792432
30.176221  44.649486  44.648905
40.002662  59.150354  59.149664
50.047985  73.954604  73.953873
60.088818  88.732399  88.731714
70.125171  103.483757  103.483225
80.157051  118.208701  118.208446
90.184466  132.907252  132.907413
100.207424  147.579428  147.580166
110.003349  161.900076  161.901546
120.017518  176.520153  176.522563
130.027254  191.113919  191.117479
140.032565  205.681392  205.686330
150.033459  220.222595  220.229155
160.029945  234.737546  234.745991
170.022031  249.226268  249.236875
180.009724  263.688779  263.701845
190.214833  278.445610  278.461513
200.193667  292.855180  292.874193
210.168133  307.238600  307.261070
220.138237  321.595892  321.622183
230.103989  335.927074  335.957568
240.065395  350.232167  350.267261
250.022464  364.511191  364.551299
260.196327  379.080602  379.126283
270.144649  393.306969  393.358554
280.088657  407.507325  407.565281
290.028359  421.681693  421.746499
300.184502  436.144203  436.216529
310.115520  450.266073  450.346275
320.042256  464.362013  464.450622
330.185168  478.744415  478.842184
340.103268  492.787976  492.895278
350.017108  506.805666  506.923082
360.146862  521.108140  521.236512
370.052112  535.073571  535.213281
380.173101  549.322665  549.474616
390.069794  563.235915  563.400495
400.182050  577.431709  577.609884
410.070215  591.292858  591.485018
420.173770  605.435432  605.642607
430.053438  619.244556  619.467140
440.148324  633.333989  633.573075
450.019527  647.091167  647.347149
460.105775  661.127539  661.401577
470.187669  675.137119  675.430023
480.046185  688.816237  689.128398
490.119488  702.772874  703.105554
500.188460  716.702778  717.056839
510.034359  730.304010  730.679835
520.094787  744.181089  744.580045
530.150908  758.031494  758.454492
540.202730  771.855245  772.303212
550.031882  785.352708  785.826013
560.075223  799.123790  799.623945
570.114287  812.868276  813.396258
580.149084  826.586186  827.142987
590.179621  840.277540  840.864168
600.205905  853.942358  854.559838
610.010120  867.284455  867.933124
620.028015  880.896833  881.578430
630.041681  894.482733  895.198329
640.051126  908.042172  908.792859
650.056358  921.575171  922.362053
660.057383  935.081748  935.905948
670.054210  948.561923  949.424577
680.046847  962.015715  962.917977
690.035300  975.443142  976.386182
700.019579  988.844224  989.829227
710.216602  1002.509444  1003.538562
720.192463  1015.857320  1016.930847
730.164171  1029.178909  1030.298076
740.131735  1042.474227  1043.640284
750.095162  1055.743296  1056.957506
760.054459  1068.986131  1070.249776
770.009635  1082.202754  1083.517128
780.176978  1095.679639  1097.047199
790.123843  1108.843321  1110.264278
800.066608  1121.980846  1123.456542
810.005282  1135.092232  1136.624025
820.155796  1148.461669  1150.052197
830.086221  1161.520264  1163.169682
840.012576  1174.552776  1176.262487
850.150526  1187.841682  1189.614464
860.068677  1200.821515  1202.657476
870.198261  1214.056635  1215.958647
880.108238  1226.983863  1228.952003
890.014183  1239.885099  1241.920847
900.131318  1253.039970  1255.146341
910.029134  1265.888712  1268.065731
920.137979  1278.989984  1281.240765
930.027696  1291.786305  1294.110835
940.128280  1304.834054  1307.235544
950.009928  1317.578026  1320.056428
960.102283  1330.572326  1333.130950
970.190491  1343.539641  1346.180161
980.060047  1356.204946  1358.927252
990.140070  1369.118924  1371.926478
1000.001631  1381.732061  1384.624715
1010.073501  1394.592773  1397.574093
1020.141261  1407.426594  1410.498329
1030.204920  1420.233543  1423.397458
1040.050493  1432.741999  1435.997858
1050.106058  1445.495829  1448.847406
1060.157543  1458.222841  1461.671948
1070.204957  1470.923054  1474.471517
1080.034661  1483.327117  1486.974605
1090.074040  1495.974355  1499.724859
1100.109371  1508.594849  1512.450241
1110.140660  1521.188615  1525.150783
1120.167914  1533.755674  1537.826518
1130.191143  1546.296042  1550.477481
1140.210352  1558.809737  1563.103705
1150.012502  1571.031374  1575.437361
1160.023780  1583.492345  1588.014728
1170.031061  1595.926697  1600.567454
1180.034353  1608.334448  1613.095571
1190.033663  1620.715616  1625.599111
1200.028997  1633.070218  1638.078109
1210.020365  1645.398272  1650.532595
1220.007772  1657.699795  1662.962602
1230.203597  1670.235689  1675.631846
1240.183022  1682.483642  1688.012475
