0	0.000000	0.000000	0.000000	0.000000	0.000000	0.124990	0.211055	0.000000
1	0.000000	0.000000	5.865455	5.663927	0.000000	0.124990	0.211055	0.000000
2	0.000000	0.000000	11.221676	16.387892	0.000000	0.124990	0.211055	0.000000
3	0.000000	0.000000	20.139435	35.510864	0.000000	0.124990	0.211055	0.000000
4	0.000000	0.000000	20.613560	54.713013	0.000000	0.124990	0.211055	0.000000
5	0.000000	0.000000	28.203955	80.864532	0.000000	0.124990	0.211055	0.000000
6	0.000000	0.000000	31.797287	109.968094	0.000000	0.124990	0.211055	0.000000
7	0.000000	0.000000	33.076141	139.730270	0.000000	0.124990	0.211055	0.000000
8	0.000000	0.000000	36.700851	172.403290	0.000000	0.124990	0.211055	0.000000
9	0.000000	0.000000	41.305717	208.875992	0.000000	0.124990	0.211055	0.000000
10	0.000000	0.000000	42.456371	245.737610	0.000000	0.124990	0.211055	0.000000
11	0.000000	0.000000	42.933014	282.329590	0.000000	0.124990	0.211055	0.000000
12	0.000000	0.000000	45.181767	320.368469	0.000000	0.124990	0.211055	0.000000
13	0.000000	0.000000	43.933952	356.449188	0.000000	0.124990	0.211055	0.000000
14	0.000000	0.000000	53.071728	-5.000000	1.000000	0.124990	0.211055	0.000000
15	0.000000	0.000000	52.055855	45.366306	0.975310	0.124990	0.211055	0.000000
16	0.000000	0.000000	99.656364	140.700317	0.951229	0.124990	0.211055	0.000000
17	0.000000	0.000000	95.624802	230.253555	0.927743	0.124990	0.211055	0.000000
18	0.000000	0.000000	83.866173	306.678894	0.904837	0.124990	0.211055	0.000000
19	0.000000	0.000000	86.045280	383.695160	0.882497	0.124990	0.211055	0.000000
20	0.000000	0.000000	79.858475	-5.000000	1.860708	0.124990	0.211055	0.000000
21	0.000000	0.000000	68.553017	61.296654	1.814767	0.124990	0.211055	0.000000
22	0.000000	0.000000	118.878250	174.876678	1.769960	0.124990	0.211055	0.000000
23	0.000000	0.000000	119.282440	286.597992	1.726260	0.124990	0.211055	0.000000
24	0.000000	0.000000	110.872864	387.986420	1.683638	0.124990	0.211055	0.000000
25	0.000000	0.000000	104.845482	-5.000000	2.642069	0.124990	0.211055	0.000000
26	0.000000	0.000000	97.735832	89.476791	2.576836	0.124990	0.211055	0.000000
27	0.000000	0.000000	133.983704	217.085266	2.513214	0.124990	0.211055	0.000000
28	0.000000	0.000000	128.689896	337.055023	2.451162	0.124990	0.211055	0.000000
29	0.000000	0.000000	125.160797	-5.000000	3.390643	0.124990	0.211055	0.000000
30	0.000000	0.000000	123.603119	114.455330	3.306928	0.124990	0.211055	0.000000
31	0.000000	0.000000	149.820084	256.861450	3.225279	0.124990	0.211055	0.000000
32	0.000000	0.000000	135.897003	383.003052	3.145647	0.124990	0.211055	0.000000
33	0.000000	0.000000	123.886192	-5.000000	4.067980	0.124990	0.211055	0.000000
34	0.000000	0.000000	120.301300	111.266953	3.967541	0.124990	0.211055	0.000000
35	0.000000	0.000000	161.700562	265.208496	3.869582	0.124990	0.211055	0.000000
36	0.000000	0.000000	152.917084	-5.000000	4.774042	0.124990	0.211055	0.000000
37	0.000000	0.000000	151.831024	141.713364	4.656171	0.124990	0.211055	0.000000
38	0.000000	0.000000	166.455017	299.643158	4.541210	0.124990	0.211055	0.000000
39	0.000000	0.000000	150.731796	-5.000000	5.429087	0.124990	0.211055	0.000000
40	0.000000	0.000000	151.023209	140.933304	5.295042	0.124990	0.211055	0.000000
41	0.000000	0.000000	173.252625	305.442596	5.164307	0.124990	0.211055	0.000000
42	0.000000	0.000000	159.062195	-5.000000	6.036800	0.124990	0.211055	0.000000
43	0.000000	0.000000	152.849258	142.696609	5.887751	0.124990	0.211055	0.000000
44	0.000000	0.000000	180.547409	314.215118	5.742382	0.124990	0.211055	0.000000
45	0.000000	0.000000	166.065872	-5.000000	6.600602	0.124990	0.211055	0.000000
46	0.000000	0.000000	161.465012	151.016342	6.437632	0.124990	0.211055	0.000000
47	0.000000	0.000000	178.683212	320.569977	6.278687	0.124990	0.211055	0.000000
48	0.000000	0.000000	166.037292	-5.000000	7.123665	0.124990	0.211055	0.000000
49	0.000000	0.000000	156.688278	146.403717	6.947782	0.124990	0.211055	0.000000
50	0.000000	0.000000	180.182587	317.496521	6.776240	0.124990	0.211055	0.000000
51	0.000000	0.000000	172.065140	-5.000000	7.608934	0.124990	0.211055	0.000000
52	0.000000	0.000000	164.262665	153.717865	7.421069	0.124990	0.211055	0.000000
53	0.000000	0.000000	188.439514	332.639099	7.237842	0.124990	0.211055	0.000000
54	0.000000	0.000000	174.295319	-5.000000	8.059139	0.124990	0.211055	0.000000
55	0.000000	0.000000	168.119675	157.442352	7.860158	0.124990	0.211055	0.000000
