0	0.124990	1.000000
1	0.211055	1.000000
2	0.459150	1.000000
3	0.285998	1.000000
4	0.193898	0.999999
5	0.040481	1.000000
6	0.143715	1.000000
7	0.770637	1.000000
8	0.321919	0.013639
9	0.423412	1.000000
10	0.190042	1.000000
11	0.154864	1.000000
12	0.243838	1.000000
13	0.559764	1.000000
14	0.732670	0.023640
15	0.472737	1.000000
16	0.799991	0.000000
17	0.240133	1.000000
18	0.575285	1.000000
19	0.380383	1.000000
20	0.337649	1.000000
21	0.288534	1.000000
22	0.536169	1.000000
23	0.183611	1.000000
24	0.287368	1.000000
25	0.965754	1.000000
26	0.084039	1.000000
27	0.791253	1.000000
28	0.455032	1.000000
29	0.352287	1.000000
30	0.121511	1.000000
31	0.435281	1.000000
32	0.132064	1.000000
33	0.063042	1.000000
34	0.390073	1.000000
35	0.632901	1.000000
36	0.526534	0.000000
37	0.728968	1.000000
38	0.005711	1.000000
39	0.242965	1.000000
40	0.501899	1.000000
41	0.310014	1.000000
42	0.815027	1.000000
43	0.613238	0.000000
44	0.765112	1.000000
45	0.431280	1.000000
46	0.193930	1.000000
47	0.061628	1.000000
48	0.110327	1.000000
49	0.778308	0.999994
50	0.915037	1.000000
51	0.513320	1.000000
52	0.470780	0.000000
53	0.122450	1.000000
54	0.853225	0.000006
55	0.919864	1.000000
56	0.741840	0.078497
57	0.445669	1.000000
58	0.702022	1.000000
59	0.722623	0.970378
60	0.750010	1.000000
61	0.209174	1.000000
62	0.408596	1.000000
63	0.079155	1.000000
64	0.654350	1.000000
65	0.395521	1.000000
66	0.467190	1.000000
67	0.710488	1.000000
68	0.960051	1.000000
69	0.825627	1.000000
70	0.806623	1.000000
71	0.934475	0.000000
72	0.585445	1.000000
73	0.524979	1.000000
74	0.107765	1.000000
75	0.948466	1.000000
76	0.372352	1.000000
77	0.613360	1.000000
78	0.888281	1.000000
79	0.508444	1.000000
80	0.559286	1.000000
81	0.492261	0.000000
82	0.587445	1.000000
83	0.614236	0.983253
84	0.639611	0.000000
85	0.298488	1.000000
86	0.121459	0.000000
87	0.272613	1.000000
88	0.352334	1.000000
89	0.900845	1.000000
90	0.623554	1.000000
91	0.598371	1.000000
92	0.178286	1.000000
93	0.107026	1.000000
94	0.446257	0.000000
95	0.233279	1.000000
96	0.618522	0.000075
97	0.007848	1.000000
98	0.075775	1.000000
99	0.104462	1.000000
100	0.465450	1.000000
101	0.161224	1.000000
102	0.407192	1.000000
103	0.406442	1.000000
104	0.718839	1.000000
105	0.474000	1.000000
106	0.880506	1.000000
107	0.452254	0.000000
108	0.049550	1.000000
109	0.927902	1.000000
110	0.489413	1.000000
111	0.205716	1.000000
112	0.901943	1.000000
113	0.229498	1.000000
114	0.707711	1.000000
115	0.642519	0.000000
116	0.661331	1.000000
117	0.123184	1.000000
118	0.033534	1.000000
119	0.601528	1.000000
120	0.550609	1.000000
121	0.422151	1.000000
122	0.294488	1.000000
123	0.033673	1.000000
124	0.157281	1.000000
125	0.956597	1.000000
126	0.723960	1.000000
127	0.730540	1.000000
128	0.468559	1.000000
129	0.833639	1.000000
130	0.628712	1.000000
131	0.912943	1.000000
132	0.419619	1.000000
133	0.389145	0.892756
134	0.302309	1.000000
135	0.928406	1.000000
136	0.655193	1.000000
137	0.820104	1.000000
138	0.922913	1.000000
139	0.435490	1.000000
140	0.570182	1.000000
141	0.655293	1.000000
142	0.426665	1.000000
143	0.074501	1.000000
144	0.927064	1.000000
145	0.015593	1.000000
146	0.001003	0.333965
147	0.452755	1.000000
148	0.022985	1.000000
149	0.728096	0.000000
150	0.966949	1.000000
151	0.656375	1.000000
152	0.754812	1.000000
153	0.273870	0.000000
154	0.899058	0.949251
155	0.295898	1.000000
156	0.544925	1.000000
157	0.833900	1.000000
158	0.477443	1.000000
159	0.757610	1.000000
160	0.760730	0.915350
161	0.068472	1.000000
162	0.637602	1.000000
163	0.868791	1.000000
164	0.253644	0.000000
165	0.267687	1.000000
166	0.155146	0.997830
167	0.110408	1.000000
168	0.134286	1.000000
169	0.937726	1.000000
170	0.322714	1.000000
171	0.669765	0.000000
172	0.737148	0.000000
173	0.087257	1.000000
174	0.792644	1.000000
175	0.647661	1.000000
176	0.984462	1.000000
177	0.362225	1.000000
178	0.499475	1.000000
179	0.547011	0.000000
180	0.577470	1.000000
181	0.509287	0.000000
182	0.961867	1.000000
183	0.082953	1.000000
184	0.983499	1.000000
185	0.916767	0.000000
186	0.880952	1.000000
187	0.505346	1.000000
188	0.687424	1.000000
189	0.294933	1.000000
190	0.252782	1.000000
191	0.350415	1.000000
192	0.624728	1.000000
193	0.461437	1.000000
194	0.645520	1.000000
195	0.388241	1.000000
196	0.752965	1.000000
197	0.703304	1.000000
198	0.496837	0.000000
199	0.086500	0.000000
200	0.495591	1.000000
201	0.683693	1.000000
202	0.546232	1.000000
203	0.661342	1.000000
204	0.303150	0.000000
205	0.665480	1.000000
206	0.712987	1.000000
207	0.189813	1.000000
208	0.526543	1.000000
209	0.004759	1.000000
210	0.624872	1.000000
211	0.356843	1.000000
212	0.002546	1.000000
213	0.683890	1.000000
214	0.486421	1.000000
215	0.765101	1.000000
216	0.795326	1.000000
217	0.965867	1.000000
218	0.614323	0.000000
219	0.969240	1.000000
220	0.033214	0.010630
221	0.452992	1.000000
222	0.021712	1.000000
223	0.782746	1.000000
