0.000000	 0.700000	 0.600000	 0.800000	 0.900000	 0.500000	 0.300000	 0.500000	 0.700000	 0.800000	 0.400000
0.150000	 0.042126	 0.048730	 0.062667	 0.061164	 0.034237	 0.029165	 0.036696	 0.055778	 0.054060	 0.023965
0.300000	 0.078682	 0.117793	 0.148240	 0.130141	 0.072869	 0.077696	 0.082704	 0.133299	 0.114239	 0.044337
0.450000	 0.067951	 0.124060	 0.154104	 0.126210	 0.070506	 0.086380	 0.083399	 0.139425	 0.110138	 0.037828
0.600000	 0.060654	 0.128202	 0.157953	 0.123798	 0.068963	 0.092159	 0.083930	 0.143455	 0.107551	 0.033334
0.750000	 0.055743	 0.130914	 0.160446	 0.122337	 0.067972	 0.095975	 0.084332	 0.146078	 0.105940	 0.030263
0.900000	 0.052447	 0.132685	 0.162054	 0.121459	 0.067340	 0.098492	 0.084633	 0.147779	 0.104942	 0.028170
1.050000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
1.200000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
1.350000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
1.500000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
1.650000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
1.800000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
1.950000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
2.100000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
2.250000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
2.400000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
2.550000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
2.700000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
2.850000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
3.000000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
3.150000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
3.300000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
3.450000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
3.600000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
3.750000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
3.900000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
4.050000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
4.200000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
4.350000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
4.500000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
4.650000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
4.800000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
4.950000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
5.100000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
5.250000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
5.400000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
5.550000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
5.700000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
5.850000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
6.000000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
6.150000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
6.300000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
6.450000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
6.600000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
6.750000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
6.900000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
7.050000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
7.200000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
7.350000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
7.500000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
7.650000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
7.800000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
7.950000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
8.100000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
8.250000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
8.400000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
8.550000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
8.700000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
8.850000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
9.000000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
9.150000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
9.300000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
9.450000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
9.600000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
9.750000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
9.900000	 0.050877	 0.133510	 0.162795	 0.121079	 0.067052	 0.099673	 0.084788	 0.148567	 0.104499	 0.027161
